what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1285219100723
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285219108934
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285219125016
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285219131510
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285219149948
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285219152181
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285219198328
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1285219241582
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285219241609
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285219243448
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285219244770
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285219263540
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1285219271259
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1285219283992
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285219284410
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1285219284439
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285219293233
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285219293920
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285219294896
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285219296578
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285219296710
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285219300049
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285219327143
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1285219365529
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1285219365791
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1285219365827
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1285219365858
