what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285223215374
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285223218334
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1285223229474
activated,view,com.android.ide.eclipse.ddms,0.9.8.v201008281755-53891,"com.android.ide.eclipse.ddms.views.LogCatView",1285223243301
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1285223285187
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1285223322254
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1285223332981
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1285223337656
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285223337734
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285223339283
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1285223349869
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1285223366967
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1285223377889
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1285223386200
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1285223391463
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1285223406155
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285223406234
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285223407994
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1285223502584
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1285223514850
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1285223519492
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1285223529942
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1285223533855
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285223533917
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285223536070
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1285223567180
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.open.editor",1285223567204
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1285223582883
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1285223584480
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1285223623119
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285223637630
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285223642011
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285223658749
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285223661104
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285223700395
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285223724232
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1285223729857
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1285223750370
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1285223752761
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1285223760110
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1285223762836
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285223763018
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285223765005
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1285223825994
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285223826033
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285223827980
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285223828281
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285223830357
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285223889763
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285223891324
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1285223893732
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1285223967911
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1285224005037
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1285224007909
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1285224020806
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1285224024568
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1285224029024
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285224029064
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285224030666
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285224030952
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285224032493
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285224107609
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285224186596
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1285224213282
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1285224213777
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1285224223927
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285224237206
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.showInformation",1285224237217
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285224241519
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1285224242316
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1285224250406
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285224250478
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285224252205
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1285224286743
activated,view,com.android.ide.eclipse.ddms,0.9.8.v201008281755-53891,"com.android.ide.eclipse.ddms.views.LogCatView",1285224296320
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1285224337836
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1285224344302
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1285224352551
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1285224365464
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1285224367492
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1285224377129
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1285224386204
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285224386270
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285224388471
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1285224404757
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1285224406785
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1285224417741
activated,view,com.android.ide.eclipse.ddms,0.9.8.v201008281755-53891,"com.android.ide.eclipse.ddms.views.LogCatView",1285224422981
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1285224426820
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1285224430280
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285224430359
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285224431958
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1285224449932
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1285224463534
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1285224467184
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1285224476258
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285224476339
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285224478701
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1285224532013
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1285224535735
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285224535811
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285224537879
