what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1285213823725
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285213823748
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285213825797
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285213835155
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285213840419
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.ClassFileEditor",1285213856067
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.ClassFileEditor",1285213856223
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.open.editor",1285213856283
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1285213860796
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.ClassFileEditor",1285213860796
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285213870433
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285213871905
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285213918406
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285213991665
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285214017135
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285214019193
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.navigate.openResource",1285214019207
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285214044299
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285214048381
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.introduce.parameter",1285214048389
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285214063400
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285214066251
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.introduce.indirection",1285214066263
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1285214067396
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1285214079431
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285214095078
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285214095236
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.gotoBreadcrumb",1285214142334
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1285214157066
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285214163981
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285214164947
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285214170808
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285214218816
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1285214222628
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285214257316
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285214510742
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1285214515350
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1285214562639
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1285214566610
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285214568316
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285214582192
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1285214594962
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1285214602023
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285214604070
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285214610283
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285214613419
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285214634582
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285214637770
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285214693537
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1285214700627
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285214723918
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285214743137
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285214748470
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285214748515
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285214751695
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285214751806
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1285214845281
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285214845305
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285214846765
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285214872813
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1285214889297
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1285214902198
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1285214932040
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1285214934261
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1285214936379
