what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286432448641
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286432450305
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1286432450309
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286432451723
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286432493442
activated,view,com.android.ide.eclipse.ddms,0.9.8.v201008281755-53891,"com.android.ide.eclipse.ddms.views.EmulatorControlView",1286432495913
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286432499320
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286432504458
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1286432504462
activated,view,com.android.ide.eclipse.ddms,0.9.8.v201008281755-53891,"com.android.ide.eclipse.ddms.views.EmulatorControlView",1286432510492
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286432514130
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286432542880
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286432544941
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286432567549
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286432570626
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286432674356
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.DebugLast",1286432678757
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286432679502
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286432679775
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286432679866
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286432680227
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286432680305
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286432680812
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286432680862
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286432683640
activated,view,com.android.ide.eclipse.ddms,0.9.8.v201008281755-53891,"com.android.ide.eclipse.ddms.views.LogCatView",1286432685297
activated,view,com.android.ide.eclipse.ddms,0.9.8.v201008281755-53891,"com.android.ide.eclipse.ddms.views.EmulatorControlView",1286432688213
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286432690066
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286432693881
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286432699944
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286432700974
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1286432700980
activated,view,com.android.ide.eclipse.ddms,0.9.8.v201008281755-53891,"com.android.ide.eclipse.ddms.views.EmulatorControlView",1286432707940
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286432708061
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286432753358
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1286432753363
activated,view,com.android.ide.eclipse.ddms,0.9.8.v201008281755-53891,"com.android.ide.eclipse.ddms.views.EmulatorControlView",1286432753402
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286432756070
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286432758926
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1286432760329
activated,view,com.android.ide.eclipse.ddms,0.9.8.v201008281755-53891,"com.android.ide.eclipse.ddms.views.EmulatorControlView",1286432764434
activated,view,com.android.ide.eclipse.ddms,0.9.8.v201008281755-53891,"com.android.ide.eclipse.ddms.views.LogCatView",1286432769676
activated,view,com.android.ide.eclipse.ddms,0.9.8.v201008281755-53891,"com.android.ide.eclipse.ddms.views.EmulatorControlView",1286432776209
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286432784471
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286432787113
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286432789492
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286433031779
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286433033840
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286433039690
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286433055950
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286433070079
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286433083276
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286433085722
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286433087058
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286433111444
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286433114024
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286433117780
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286433129606
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286433135129
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286433148447
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286433151938
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1286433151946
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.Suspend",1286433208735
opened,view,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.BreakpointView",1286433208921
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.DebugLast",1286433218867
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286433219000
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286433223771
activated,view,com.android.ide.eclipse.ddms,0.9.8.v201008281755-53891,"com.android.ide.eclipse.ddms.views.LogCatView",1286433229273
activated,perspective,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.JavaPerspective",1286433288551
activated,view,com.android.ide.eclipse.ddms,0.9.8.v201008281755-53891,"com.android.ide.eclipse.ddms.views.EmulatorControlView",1286433288557
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1286433293167
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.debug",1286433296862
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286433296927
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286433300716
activated,perspective,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.DebugPerspective",1286433306585
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1286433306597
activated,view,com.android.ide.eclipse.ddms,0.9.8.v201008281755-53891,"com.android.ide.eclipse.ddms.views.LogCatView",1286433312564
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1286433358940
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286433376432
